Label,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
0,-0.920,-0.155,-0.934,-1.195,-0.484,0.852,-0.993,0.901,-0.587,0.711,-1.477,-0.243
1,0.560,-0.081,-0.319,-1.945,-0.647,1.580,-0.491,0.648,1.038,-1.589,-1.190,-1.131
0,-0.350,0.988,-0.018,0.318,-1.279,-0.351,0.811,-2.143,1.749,1.422,-2.074,-1.566
1,0.312,-1.367,-0.700,0.890,0.115,-1.161,-0.508,-0.534,0.260,-1.425,1.724,-0.333
0,0.399,0.052,-0.420,1.678,-0.690,1.403,-0.208,-0.850,0.266,-1.176,-1.166,1.887
1,-1.820,-0.045,-0.484,0.443,0.323,-3.764,0.727,-0.158,-0.226,1.781,2.100,0.491
0,1.073,-0.160,2.095,-0.150,0.774,-1.001,-0.495,-0.815,-0.136,-0.424,-0.315,0.116
1,-0.080,2.590,-0.326,0.536,-0.821,-0.128,-1.092,-2.063,-0.457,-0.297,-0.652,-2.530
0,1.577,-0.084,-1.412,2.445,-1.262,-1.110,-1.015,-0.815,0.093,3.336,0.722,0.312
1,-1.386,1.661,-0.415,-0.301,0.569,0.407,-0.699,-1.001,-0.538,0.416,1.132,0.741
0,-0.222,0.895,2.689,0.589,0.255,0.271,-1.446,-0.327,-0.517,-0.335,0.719,-0.128
1,0.657,1.791,1.300,-2.580,1.766,-0.323,0.671,-0.491,-0.044,-2.617,-1.072,-3.576
0,-0.076,1.602,1.915,0.591,-1.011,0.730,1.738,-0.418,-0.988,-0.085,-0.675,-0.861
1,0.056,-0.452,-2.130,0.032,-1.112,-1.155,0.249,0.868,0.790,0.978,0.494,0.939
0,-1.241,-0.501,-0.852,-0.651,0.585,0.032,0.185,3.824,0.023,-0.806,-0.195,0.381
1,-0.475,-1.823,-0.179,1.672,0.556,0.502,-0.427,-2.407,0.103,0.029,-0.217,-0.673
0,0.565,0.878,0.507,1.144,0.136,-0.360,-0.017,1.776,0.551,-0.167,-0.248,-1.603
1,1.191,-2.354,0.003,0.615,1.051,0.587,2.547,-0.277,0.087,-1.445,0.698,-1.506
0,1.110,-0.194,-0.428,-0.655,-1.763,-0.073,-1.391,-0.004,0.527,0.480,-0.684,-0.358
1,-0.969,0.777,0.388,-0.710,-0.840,1.183,0.993,0.601,-1.127,0.630,-0.610,1.586
0,-1.208,0.165,0.632,-1.311,-0.011,0.464,1.084,-0.139,0.387,-0.673,-0.716,-0.636
1,0.866,-0.200,0.085,2.100,-1.674,1.095,-0.187,0.710,0.987,-0.278,-0.428,-0.997
0,-1.234,-0.255,-0.999,-0.039,-0.083,-0.613,-1.130,0.362,0.145,0.363,1.397,-0.294
1,0.502,-1.667,-1.813,-1.195,0.075,-1.048,-0.661,0.316,-0.100,2.709,1.383,-0.021
0,0.349,-0.881,1.652,-0.004,1.811,-0.166,0.219,-1.592,-0.060,-0.800,-0.467,0.503
1,-0.388,1.687,0.099,1.474,-1.153,1.678,0.269,0.857,-0.503,0.772,-1.782,-0.291
0,0.792,0.071,2.928,-1.532,-2.416,0.027,0.610,-0.772,-0.218,0.704,-1.314,1.329
1,0.079,-0.161,-0.497,-1.152,-1.785,-1.391,1.168,-1.293,1.373,-1.148,-1.040,-1.135
0,-0.622,-0.174,-0.608,4.169,-0.258,0.564,-1.145,-0.774,0.190,-0.859,0.218,0.235
1,0.487,0.004,0.982,-0.761,-0.819,1.455,0.027,1.016,0.745,-1.359,1.063,-1.912
0,0.146,0.021,-1.056,1.878,-0.285,1.002,-3.176,-1.681,-0.209,-1.112,2.543,-0.354
1,1.068,-1.571,0.007,-0.937,1.696,0.725,-0.283,0.474,1.472,-1.110,-0.487,0.222
0,-0.912,-1.070,-0.104,2.844,0.571,-0.947,1.996,0.468,-0.394,-0.479,1.240,-0.860
1,-0.147,0.164,-0.969,-0.088,-1.008,-1.382,0.302,-0.743,-0.163,2.050,-0.981,-1.086
0,-0.350,0.061,-1.114,0.246,0.052,1.191,0.320,-0.345,1.215,-1.992,-0.881,2.714
1,-0.049,-0.102,0.850,3.122,1.318,1.350,-0.616,0.669,0.991,-0.233,-1.358,-0.884
0,-0.102,2.276,0.691,3.520,-1.464,0.203,0.023,-0.845,-0.176,2.421,-0.495,-1.561
1,-0.229,1.636,1.054,0.214,0.652,0.261,0.133,-0.662,0.995,-1.185,0.842,-0.485
0,0.421,0.364,-2.004,0.828,1.414,-0.458,-1.545,0.696,-2.063,-1.378,-0.655,-0.610
1,-1.367,0.231,1.581,-0.213,-0.631,0.405,1.319,0.474,1.560,-1.917,-1.649,-0.538
0,-0.369,0.006,-1.519,-3.187,-0.098,0.519,-0.367,1.612,-1.220,0.504,-0.042,-1.112
1,-0.605,-0.241,-0.760,1.981,-1.334,1.344,-0.679,0.493,1.581,0.618,-0.541,-0.713
0,-0.160,0.310,-1.691,0.791,-0.539,0.247,-0.025,0.953,-0.784,-0.090,0.679,0.097
1,-0.505,-0.619,-1.585,-0.906,-0.646,-1.137,0.945,2.549,-1.204,0.431,0.808,0.421
0,-0.270,-0.083,1.028,0.655,-1.517,1.490,0.365,1.002,-0.147,-0.612,-1.235,1.356
1,-1.903,-2.121,0.005,1.343,-1.372,-0.278,-1.472,1.770,0.041,1.351,-0.031,-0.750
0,0.732,0.566,0.006,-1.394,-1.024,-1.141,2.507,-0.309,-0.628,-0.683,-0.193,0.293
1,1.131,-0.494,-0.224,-0.240,-1.066,-1.089,-0.839,0.519,-0.562,-0.666,0.057,2.039
0,2.647,0.078,0.422,2.830,0.010,0.565,-1.018,-0.804,-0.548,-0.131,0.608,1.512
1,-1.650,-0.087,2.336,-0.319,0.173,2.697,-0.402,0.190,0.693,-1.910,-0.133,-0.618
0,0.145,1.691,-0.812,0.050,1.869,1.029,0.014,-1.881,-0.004,-1.501,1.148,-0.145
1,-1.690,1.368,1.358,0.018,0.640,0.722,-0.060,0.702,-1.488,0.389,0.656,0.026
0,-0.831,-0.651,-1.168,-0.041,0.741,-0.790,-0.959,1.730,-0.415,-0.496,0.638,-1.346
1,-1.489,0.363,-2.036,-0.165,-0.059,-1.646,-0.133,0.472,1.894,2.528,-2.257,-0.609
0,-0.261,0.701,-0.454,0.051,0.561,0.117,0.971,-0.433,-1.020,1.059,-0.880,-1.508
1,-0.736,-1.341,0.134,4.285,-0.195,-0.020,-0.407,-0.886,0.059,0.625,-0.478,-0.476
0,1.230,0.459,2.072,0.777,0.075,0.690,-0.763,-0.346,0.854,0.131,-0.002,-0.625
1,-0.784,0.061,0.104,0.512,-0.258,1.167,0.084,-0.765,-0.107,-1.343,1.302,0.957
0,0.121,-0.547,-2.234,0.487,-4.360,-1.100,0.250,1.415,-1.891,-0.508,-0.625,0.203
1,-1.171,0.731,2.111,0.134,-0.865,-1.571,1.213,0.222,1.460,0.093,-0.945,0.280
0,-0.604,0.377,-0.812,-0.851,1.239,0.253,1.335,-0.274,-0.173,-0.689,-0.687,-0.432
1,-0.572,-0.611,-1.414,-2.215,0.382,2.800,-0.812,-0.167,1.368,-1.015,-0.365,-0.305
0,-1.454,0.037,-0.151,2.080,-1.415,-0.893,-0.973,-1.912,-0.184,0.195,-0.421,-3.938
1,-0.326,-0.583,0.170,-2.223,0.554,0.110,-1.166,1.713,-0.981,-1.363,-0.256,-0.008
0,-0.701,-1.327,0.486,0.719,1.785,0.986,-0.019,0.697,0.036,-0.980,-2.627,-0.815
1,-2.169,0.484,-1.424,0.111,0.152,-2.082,0.884,-0.795,0.741,0.490,0.911,0.018
0,0.459,-1.042,-0.251,-1.682,0.825,0.274,0.094,-0.927,-2.176,0.422,-1.184,-0.361
1,1.714,-0.248,-0.217,-0.117,0.662,-0.682,4.423,-1.659,-1.820,-0.752,-1.192,0.068
0,0.745,0.449,-0.293,2.110,-0.467,0.158,-0.836,-0.886,0.190,0.729,0.515,-0.420
1,-1.337,-0.024,0.917,0.465,0.844,1.772,-1.469,2.799,-0.607,-0.165,1.238,0.707
0,-0.876,-0.727,-0.448,0.907,-0.060,-0.417,0.182,-0.315,0.414,-0.900,1.293,-0.991
1,-2.808,1.956,-0.020,0.275,-0.419,0.440,0.839,-1.102,0.617,-1.157,-3.421,-1.116
0,-0.512,-0.069,1.173,1.188,-0.767,1.111,-0.247,0.508,-0.726,-0.806,0.709,-0.236
1,-1.227,0.421,0.829,-0.679,-2.645,-0.380,0.681,2.437,-0.251,1.863,-0.204,0.166
0,-0.343,-0.213,-0.599,0.524,-0.791,-2.060,1.129,0.805,1.702,0.087,-0.390,-2.573
1,0.453,0.524,1.018,2.010,3.433,0.892,-1.050,-0.073,1.136,-0.304,-0.713,-0.689
0,0.045,0.604,0.115,-3.031,-0.219,0.331,0.922,0.516,0.316,-2.733,1.626,-1.164
1,1.703,1.346,0.825,0.040,-0.039,0.833,2.014,-0.928,0.458,-2.340,2.002,-0.282
0,0.440,0.593,-1.625,0.425,-0.091,-0.861,-0.431,0.743,-2.463,-0.144,0.112,-0.347
1,0.611,2.210,-0.182,0.324,-0.967,1.062,-0.058,0.344,1.737,-0.917,-1.107,-0.538
0,-0.153,0.836,-0.034,-1.358,-0.755,-1.184,-0.425,1.086,-0.191,0.696,-0.956,0.233
1,0.751,-0.059,-1.894,1.574,-0.986,0.101,-1.816,0.047,-0.330,2.491,-0.982,0.420
0,-1.628,0.313,-0.969,2.221,0.063,2.346,-1.303,0.107,0.765,0.634,1.951,-0.026
1,0.298,-1.836,-0.525,-1.994,0.162,-1.163,-0.269,-0.816,-1.249,0.425,1.671,-0.501
0,1.583,0.715,1.116,0.744,1.221,0.821,0.678,-1.131,1.507,-0.572,-0.913,0.122
1,-1.840,-1.003,0.311,-0.803,-0.923,-0.298,0.691,-0.375,0.855,2.746,0.542,0.059
0,-0.281,-0.413,0.683,-1.823,-0.963,-1.412,1.272,-1.571,-0.895,0.127,-1.782,0.015
1,0.464,0.927,-0.802,0.842,-2.589,-0.414,0.937,0.288,-1.137,-1.344,-1.066,-2.278
0,1.463,1.250,-1.100,-0.809,-0.214,0.416,-1.769,-1.198,0.720,-1.024,0.446,1.330
1,-0.469,-1.484,-0.269,0.620,-0.351,-1.394,0.502,-0.839,-1.975,1.427,0.515,-0.896
0,-1.300,0.421,-1.010,-0.033,0.838,-1.110,0.134,-0.695,1.172,-1.042,3.031,0.429
1,0.794,1.072,0.005,0.482,1.542,-0.110,-1.166,0.305,0.511,-1.412,-0.425,-0.732
0,-2.449,3.624,-1.036,0.262,2.444,-0.459,-0.617,0.507,-0.698,0.227,0.925,-0.273
1,-1.641,-0.872,-0.759,-0.941,-1.320,-0.105,-0.163,-1.307,0.203,2.432,-1.613,-0.542
0,-0.922,-0.633,-1.187,0.456,2.159,-2.416,0.591,0.616,-0.186,-0.023,-0.127,-0.384
1,1.072,0.346,-0.013,2.701,0.102,-0.203,0.462,-3.437,1.456,-0.485,0.535,-1.035
0,1.733,-3.426,-0.973,0.656,-0.300,0.598,-0.361,-0.681,0.680,-0.383,-0.285,0.141
1,2.010,0.091,1.085,0.521,-0.083,0.748,-0.415,-1.245,1.637,0.739,1.447,1.629
0,1.675,-0.257,0.483,1.299,-1.735,0.330,-0.632,-0.454,1.965,-0.205,0.103,-2.455
1,0.517,1.956,0.338,-0.812,-1.015,-1.490,-0.431,0.231,0.154,-1.865,1.869,-0.337
0,0.562,-0.855,0.735,-3.007,-0.798,0.548,-0.596,0.417,-0.481,1.196,-1.291,-2.150
1,0.518,0.003,1.093,0.257,-0.107,-1.276,-0.391,0.447,0.669,0.188,0.434,-1.101
0,-1.364,-0.363,-0.950,0.592,-1.602,0.505,-1.066,-0.005,-0.880,0.128,-0.161,-0.276
1,2.514,-0.372,-1.934,-0.197,0.464,-0.594,-0.443,0.385,-0.155,2.362,-0.562,0.770
0,-1.574,0.231,0.356,-0.285,-1.205,0.936,-0.294,-0.697,0.857,-1.728,-1.924,0.456
1,-1.726,-1.093,-0.302,0.639,0.224,0.636,-0.231,1.113,-0.416,1.276,0.259,-0.011
0,-0.267,1.066,1.316,-1.252,1.008,-0.522,1.649,-0.759,-2.163,0.698,-0.632,-0.351
1,2.294,-0.598,-1.037,0.979,-0.262,0.647,-0.849,-0.546,-0.117,-1.383,-0.643,0.132
0,1.539,0.185,0.808,0.964,-1.262,-1.052,-1.108,-1.919,-0.314,-1.610,0.312,0.906
1,0.243,-3.037,1.619,-0.539,-0.433,1.859,0.283,-2.677,-0.404,0.332,1.084,-3.022
0,0.100,0.728,-0.496,0.377,-1.344,-0.823,2.853,-1.164,-1.175,-1.497,1.870,-1.366
1,-1.177,1.045,0.638,-1.756,3.671,0.683,0.108,0.193,2.305,0.480,-2.208,-0.961
0,-1.179,1.292,1.551,-0.393,-2.368,-1.019,-0.843,1.622,-0.344,-0.531,2.632,-2.307
1,-1.044,-0.262,-2.957,-0.291,-1.913,-1.377,-1.920,0.153,0.501,2.594,0.753,-1.007
0,-0.886,0.927,-1.671,-0.287,0.565,1.227,0.498,0.592,-0.660,-1.309,-0.927,0.333
1,-0.298,-0.170,0.098,1.287,0.205,2.349,-1.813,-0.937,2.993,-0.135,-0.650,-0.677
0,-0.264,0.958,-0.202,-0.080,1.604,-0.632,0.798,0.497,-1.241,0.849,-0.398,-1.472
1,1.816,-2.016,1.437,0.222,1.049,1.033,0.595,0.634,1.686,0.185,0.515,1.921
0,1.540,-0.343,-0.609,-0.489,-2.165,0.638,-0.710,2.035,-2.012,-1.294,-0.680,-2.050
1,-2.061,2.825,0.611,-1.269,0.136,-0.543,-1.412,-3.233,1.942,-0.162,-0.102,1.349
0,-0.417,-0.113,-0.566,-0.661,0.709,-0.566,0.951,0.397,0.067,-0.252,-1.153,-0.364
1,0.758,-0.079,-1.204,-1.801,0.181,1.067,-3.923,1.633,1.304,0.515,-0.909,0.886
0,-0.440,0.465,-1.227,-1.269,-0.399,-0.738,-1.505,-1.204,-2.212,0.007,-0.315,-0.702
1,1.361,-0.789,-0.589,-2.055,0.551,0.986,-1.912,3.248,-0.137,0.676,-0.734,-0.775
0,-0.486,-0.228,-0.174,0.493,1.197,1.021,-0.220,-1.721,0.977,0.113,-0.914,0.261
1,-0.402,0.255,0.126,0.281,1.785,-2.310,-1.198,1.514,0.303,3.363,-1.243,0.003
0,-0.721,0.949,-0.805,-0.715,1.237,-0.655,0.250,-0.792,-0.122,-0.837,-0.326,0.889
1,-0.313,1.072,-0.967,0.028,-0.909,1.467,-0.634,-2.028,-1.004,-0.676,-1.854,2.547
0,2.802,0.760,-1.036,2.066,-1.569,-0.198,-0.070,0.553,-0.704,-0.070,-0.512,0.459
1,-0.968,1.077,0.229,-0.176,-0.373,0.725,0.353,-0.459,-0.822,-1.434,1.163,-0.388
0,-0.683,0.182,-0.823,0.620,1.778,1.904,1.146,-0.064,-0.299,-1.217,2.564,-1.000
1,-0.490,-0.092,-0.427,0.025,0.237,-0.013,2.372,2.828,0.786,-0.836,-0.472,1.668
0,-0.352,-4.152,1.268,1.350,-4.008,-0.945,-3.101,0.687,-1.361,-1.057,0.392,-0.334
1,-0.640,0.402,-4.223,-0.688,-0.270,-0.102,-1.382,-2.264,0.016,-0.534,-1.154,-1.286
0,-0.200,2.344,0.497,-0.063,0.129,-1.571,-0.421,0.492,-1.321,-0.782,-0.498,1.571
1,-0.959,-1.145,1.867,-0.200,0.027,0.657,-2.987,-1.717,-0.575,-0.181,-0.712,-0.871
0,1.112,0.679,2.620,-3.284,0.573,0.205,-0.235,0.875,-1.011,-0.101,0.672,-0.255
1,2.004,-1.752,2.222,0.571,1.753,1.577,1.491,-0.546,0.153,-1.049,0.031,1.092
0,0.797,-0.648,0.788,0.404,-3.362,-1.961,-1.027,0.220,-1.467,-0.603,0.377,-1.157
1,-1.597,0.103,1.167,-1.383,-2.022,-0.916,0.827,-3.135,0.663,-1.405,-1.961,0.877
0,-0.018,0.819,0.632,-0.875,-0.674,0.405,-1.893,0.449,1.039,-0.948,-1.805,-0.283
1,0.943,-0.995,-0.902,1.884,0.070,1.759,0.888,1.421,1.567,-1.931,0.163,0.679
0,2.615,-0.943,-1.152,-0.172,-1.574,0.516,-0.634,-0.205,-0.070,0.582,-0.190,-1.918
1,0.600,-0.722,-1.321,-2.746,0.044,-1.795,-0.265,1.463,0.052,0.851,0.906,-0.274
0,0.000,-0.440,-1.313,2.304,-0.548,1.095,0.957,-0.047,1.258,-0.842,0.370,0.762
1,-0.593,-0.212,-1.229,0.732,0.236,-0.763,1.173,0.341,0.170,1.572,1.530,0.116
0,0.008,1.297,1.139,-1.039,-0.486,0.956,2.858,-0.306,-2.798,0.183,-0.955,0.323
1,1.186,-0.120,-0.607,-0.378,-1.861,-0.467,0.465,1.175,-0.942,-0.505,-0.924,-2.158
0,3.588,-0.206,-1.946,2.581,-1.695,-0.184,-1.317,2.627,1.324,1.385,-0.572,-0.480
1,-0.049,-2.069,0.826,0.535,-0.542,1.052,-1.005,0.843,0.450,-0.094,1.315,0.776
0,-1.772,-0.116,0.493,0.211,-1.086,1.748,-1.934,-1.927,-0.064,-0.109,0.572,-1.045
1,-0.165,1.371,0.614,-0.332,2.251,0.561,1.671,2.802,-1.911,-1.191,-0.901,0.056
0,0.898,1.741,0.911,2.055,-1.383,-0.282,-1.063,0.743,-1.174,-2.365,1.470,-1.999
1,-0.821,0.419,-1.298,-0.723,-1.854,-0.217,0.483,1.118,1.375,0.227,-1.031,-1.258
0,0.022,-0.146,-0.875,-0.052,-0.678,1.856,0.193,0.539,2.169,-0.522,-0.951,-0.626
1,-1.454,0.621,1.188,0.002,0.169,0.885,1.501,-0.848,0.721,-1.266,-0.091,-1.164
0,1.803,0.207,1.234,1.258,-0.480,-0.733,0.832,-0.475,-1.671,2.594,0.772,-0.399
1,1.068,-2.680,0.080,0.742,-0.456,0.565,0.503,-0.248,0.049,-0.251,-0.388,0.327
0,1.281,1.065,0.292,0.544,-0.556,0.596,-1.283,0.655,-0.844,-0.791,-0.280,-0.784
1,-1.000,0.848,1.157,-2.173,0.086,0.663,1.251,-2.586,-0.597,-1.429,-2.050,-0.602
0,-0.072,0.715,-0.428,-1.668,-0.110,0.904,-0.594,0.403,1.881,0.494,0.032,0.904
1,-0.071,-0.255,-1.351,-3.044,-0.333,-0.131,-0.811,-0.516,0.206,1.145,-1.222,0.748
0,-1.630,-0.428,-1.726,2.814,-0.458,1.006,-0.742,-0.241,0.118,0.357,-0.919,1.420
1,-0.845,-0.519,-0.566,-1.251,-0.491,-0.530,-1.221,2.560,-0.390,1.393,1.142,-0.465
0,0.683,-2.144,1.338,1.797,3.026,2.240,-0.080,-0.411,3.096,-1.256,-1.595,1.913
1,-1.428,-1.470,-1.638,0.163,-0.426,-0.623,0.098,0.419,0.566,2.839,3.002,0.536
0,-0.885,0.871,3.239,-1.839,-0.339,-0.560,0.962,-2.049,-0.837,0.649,-0.174,0.141
1,0.673,-0.441,0.025,4.592,-0.456,-1.381,0.193,0.462,1.297,-1.681,-1.270,1.089
0,2.149,0.675,-1.377,0.590,-0.075,-0.623,-1.800,0.251,0.420,0.923,-0.336,0.881
1,0.331,-0.046,-0.427,-0.468,-0.019,1.499,0.160,0.711,2.575,-0.103,1.076,0.588
0,0.243,0.927,0.383,0.272,-0.506,1.164,0.849,-1.411,0.089,-1.501,0.650,-0.047
1,-1.523,-0.215,0.929,-0.825,2.049,0.231,-0.882,-0.653,2.019,0.708,0.468,0.382
0,-2.637,1.345,0.119,0.075,-0.956,0.592,-0.855,1.146,-0.675,-0.109,0.152,-0.048
1,-1.187,-1.084,1.774,-1.789,-1.344,-0.542,0.534,-0.477,1.100,1.249,-2.155,-0.106
0,0.406,1.811,-0.803,0.490,0.428,-0.504,0.595,-0.911,2.107,-0.322,-0.120,1.640
1,0.012,-2.276,1.037,-0.722,1.175,0.943,0.444,-2.783,1.975,0.325,0.679,0.477
0,0.678,3.535,1.115,-0.197,1.442,-0.084,0.934,-0.453,-0.356,-0.051,1.188,-0.725
1,0.509,0.815,0.809,1.696,-0.604,0.296,0.360,-0.506,0.875,-0.492,0.823,1.551
0,1.011,-0.024,0.806,-0.128,-0.904,-0.758,-1.248,0.925,-3.517,-1.223,-1.362,-1.419
1,-0.412,2.111,-0.099,-0.499,-0.456,1.130,0.923,0.710,-2.366,-1.716,0.016,0.920
0,-0.357,0.568,-0.467,-0.335,-0.787,0.187,0.190,-1.252,-0.118,-1.743,-1.540,-0.697
1,0.238,-0.369,0.164,0.284,1.068,0.651,-0.208,0.035,0.852,3.918,-1.363,0.190
0,-0.214,-0.327,-1.484,1.314,-1.238,0.998,-0.938,-0.867,-2.186,1.310,-0.159,-1.689
1,-0.590,-1.075,-0.503,-0.188,-0.593,-0.497,0.131,1.654,-0.543,1.135,-1.357,2.157
0,0.155,-0.575,0.688,-0.128,0.831,0.641,-0.281,0.243,2.224,-0.012,0.408,1.194
1,1.753,-0.654,0.379,1.181,0.040,1.219,0.340,-0.180,1.066,1.187,-0.231,0.650
0,0.188,0.253,0.672,-0.562,-2.878,0.616,3.449,-0.971,-2.913,-0.188,0.086,-0.764
1,0.973,-0.816,-0.609,-1.750,-1.199,0.991,0.241,2.760,-2.295,-0.798,0.135,-0.082
0,1.152,1.113,1.122,1.681,0.653,-2.351,-1.446,1.345,0.147,-1.840,0.354,-0.804
1,-0.796,-0.544,-0.237,-0.168,0.628,1.515,-0.439,1.222,-1.893,1.404,0.879,0.740
0,0.308,1.432,1.051,0.035,-0.012,1.711,-0.486,-0.089,-0.259,-1.099,0.652,0.346
1,2.100,-0.007,-0.176,0.362,0.011,0.322,1.249,1.990,0.917,0.870,0.038,-0.154
0,-0.066,-0.098,-0.690,0.172,0.354,0.128,-0.536,1.465,-0.315,-1.503,0.389,-0.678
1,-1.094,0.193,-2.004,-0.375,-2.244,-0.661,-3.232,-0.961,-1.506,1.424,-3.008,0.158
0,-0.685,-1.192,-0.326,0.427,0.749,1.483,1.189,0.912,0.028,-0.949,-0.866,0.990
1,0.220,-1.782,0.713,1.030,-0.106,0.687,-0.161,-3.559,1.692,0.142,-0.973,0.930
0,0.742,1.427,0.041,-1.025,0.050,-0.428,0.188,-0.874,-0.421,2.004,0.868,-1.109
1,1.322,-0.087,0.273,0.954,0.232,1.344,0.854,-0.993,2.312,-1.274,0.098,1.155
0,0.642,1.541,-0.444,2.413,-4.211,-0.535,-0.723,-1.798,-0.363,0.700,-1.335,1.590
1,-0.860,0.739,-0.213,0.428,1.011,-0.654,-0.373,-1.454,-0.843,-2.017,-3.437,3.548
0,-1.109,-0.928,0.088,-0.854,-0.088,-0.223,0.432,0.872,-0.315,0.510,-2.362,-0.877
1,0.388,-0.136,-0.700,-0.882,-1.411,1.481,-1.473,0.286,0.219,1.877,-0.494,-0.128
0,-2.655,-0.551,0.141,0.256,-1.372,-2.729,-1.392,-0.494,1.170,0.660,-0.892,-0.464
1,0.119,-0.379,0.419,0.096,0.566,-0.139,2.354,2.469,-0.583,-2.258,-0.493,0.874
0,0.132,-1.796,1.908,1.362,-0.967,2.159,0.143,-1.618,2.350,-1.353,0.948,0.726
1,-2.162,-0.447,0.259,-0.298,0.302,-0.821,-0.204,1.271,-0.203,0.973,-0.400,1.251
0,-0.228,0.528,1.082,0.896,0.248,0.640,1.077,-0.285,-2.375,0.945,-0.972,-0.555
1,1.676,-0.482,-0.539,-0.050,0.029,0.076,-0.727,0.852,0.807,-0.819,-1.269,-1.835
0,2.365,0.367,-0.947,1.734,-0.430,1.261,-0.647,-0.352,-0.139,-0.003,0.100,0.113
1,-1.304,-1.376,0.761,-0.706,0.699,0.492,-0.236,1.290,1.365,-1.779,0.546,-0.120
0,-1.213,1.079,-0.624,0.321,1.654,-0.319,0.821,-1.113,1.234,-0.106,0.069,0.246
1,-3.001,-1.553,1.489,-3.372,0.863,0.815,-0.955,0.598,-2.584,-2.206,-0.977,-1.614
0,0.368,0.632,0.953,1.593,-1.918,0.599,0.214,0.121,-0.360,-0.428,0.907,-0.073
1,0.401,-0.303,-2.634,-2.030,-1.117,-0.348,-1.858,-2.128,-0.890,-0.008,-0.354,0.816
0,-0.342,2.304,-0.527,-0.035,0.528,-0.347,-0.444,-1.819,-1.347,0.500,-0.783,0.205
1,-0.604,-0.017,-0.607,0.551,-0.275,1.317,-0.454,0.574,0.661,0.205,-1.022,-1.484
0,-0.355,1.893,0.640,0.008,0.132,-0.458,-0.846,0.157,-2.580,0.829,-0.293,-0.536
1,1.089,-0.565,1.380,-0.406,-1.347,1.228,-1.484,-0.799,0.489,-0.645,-0.272,0.421
0,0.559,-0.292,-1.909,0.943,-0.717,0.736,-2.213,1.265,0.554,-0.627,0.473,0.891
1,0.053,-0.296,0.055,-2.039,-0.579,0.879,-0.184,-0.919,-0.778,0.324,-3.014,0.088
0,-0.672,1.079,-0.268,1.667,0.288,1.287,-0.773,1.209,0.874,0.268,-1.159,-0.051
1,1.241,1.052,0.477,-3.045,0.470,0.653,-0.600,-0.036,-0.172,1.351,-0.151,-1.876
0,-1.424,-0.641,0.801,0.012,-0.567,-0.790,-0.834,-0.219,0.799,1.714,0.173,-3.091
1,1.165,0.065,-1.958,1.461,0.248,-0.787,0.550,1.248,0.111,-1.746,-0.566,0.588
0,-1.019,-1.162,1.415,-0.168,-2.356,2.573,0.402,-0.578,1.425,-1.513,0.168,2.348
1,-1.911,0.172,-0.416,1.028,0.966,-0.297,-1.710,1.118,0.407,1.900,1.266,0.116
0,0.338,0.977,1.100,-0.644,0.821,1.275,0.420,-0.406,-2.202,-0.119,0.409,0.178
1,-0.072,0.867,-0.046,4.762,-1.659,-0.132,2.127,2.014,1.957,-0.945,-1.364,-0.217
0,1.600,0.173,0.510,4.496,-0.171,-1.500,-0.996,-0.654,-0.033,-1.255,0.311,-1.073
1,-0.405,1.189,0.804,-1.264,-0.391,1.038,-1.840,0.883,0.224,-0.802,0.404,-0.106
0,-0.195,-0.692,-0.396,-0.592,2.504,-0.312,-1.556,-3.849,1.167,-1.231,1.255,-1.874
1,0.888,-3.656,1.156,1.033,1.431,0.363,1.264,2.824,2.280,-2.035,0.662,-1.112
0,0.086,0.067,1.456,1.105,-1.019,-2.659,-1.880,-0.026,-0.854,-0.814,-0.752,-1.168
1,-0.647,-1.341,-1.755,-0.708,1.852,0.920,-1.662,0.075,1.590,0.767,-2.758,0.213
0,0.114,1.098,-0.942,-0.863,1.109,0.787,0.863,0.796,0.086,-0.642,0.442,-0.852
1,0.886,-0.701,0.563,2.263,1.758,1.442,-1.022,-1.926,1.671,0.264,0.063,-0.372
0,0.398,-1.394,0.510,0.637,-0.474,-0.029,-0.213,-0.996,-0.827,0.618,-2.927,-0.590
1,-1.115,1.922,-0.270,1.718,-0.927,-0.135,0.130,-0.321,0.788,-1.970,0.545,0.710
0,0.141,0.363,-1.693,-0.200,-1.804,0.445,-1.575,-0.362,-1.694,0.637,0.253,-0.479
1,-0.474,-0.400,0.945,0.594,1.798,-1.494,0.699,-0.020,-1.082,-1.978,-0.589,2.288
0,-1.110,0.732,-0.204,-3.189,-0.613,-0.462,-0.079,-0.300,-0.032,-0.430,-1.573,1.867
1,0.708,0.498,-0.535,-2.421,-1.105,0.609,-1.006,2.372,-0.053,1.062,0.240,-0.938
0,-2.357,0.563,-0.853,0.600,-0.573,-0.833,1.953,0.165,-0.731,1.298,-1.033,0.064
1,0.381,-1.535,-1.840,-0.480,-0.125,1.021,-0.611,0.535,-0.497,2.405,-0.170,1.011
0,-1.471,-3.321,-0.168,2.835,-1.354,0.076,-0.158,-1.387,-2.294,-1.591,-1.006,1.266
1,-1.188,-0.987,-0.479,0.171,1.031,-0.385,0.092,1.037,-0.522,-0.258,-0.696,0.429
0,-0.275,-0.203,-1.619,-1.574,-1.568,-0.927,3.476,-1.302,-2.743,0.163,-0.290,0.434
