Label,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
0,-0.855,0.451,-1.450,0.395,0.661,1.561,-0.276,2.300,-0.695,-0.064,-1.704,1.664
1,0.936,-1.733,0.211,1.455,1.233,1.283,1.185,-0.758,0.564,-0.606,1.622,-0.730
0,1.502,1.898,0.914,0.972,1.322,0.731,-0.363,-0.074,-0.526,1.115,1.374,-1.754
1,0.182,0.616,1.529,0.030,0.609,0.420,-0.488,-0.242,1.926,-1.779,-0.857,2.822
0,1.463,0.323,-0.153,1.485,-0.418,0.548,-1.805,1.336,1.522,-0.325,-1.759,-0.705
1,-1.594,0.515,-0.003,-1.202,-1.558,-0.091,1.097,1.110,-0.217,-0.381,-1.321,0.485
0,0.727,-0.409,0.899,-2.879,-0.741,-1.381,0.118,-1.077,0.280,1.182,-2.359,0.929
1,-0.421,0.144,-0.495,-1.567,0.611,-0.488,-1.258,-0.257,0.355,-0.280,-0.380,1.303
0,-1.648,0.632,-0.679,0.947,-0.938,2.180,1.395,0.649,-0.780,0.299,-1.398,-3.255
1,0.315,-1.073,-0.038,-0.841,1.031,-0.143,-1.258,1.849,-0.888,-0.218,-0.006,0.678
0,0.336,-0.630,2.020,0.487,-1.347,-0.502,-0.644,-1.099,1.986,-1.469,0.066,1.090
1,-0.382,0.521,0.339,0.853,-0.295,0.658,1.290,-0.178,0.321,-0.443,-0.160,-0.809
0,-1.307,-0.382,-0.355,-0.190,0.157,-1.030,-0.608,-1.345,-0.065,-0.570,-0.373,-1.132
1,0.399,-0.525,-0.595,2.352,1.331,0.246,-1.417,0.579,1.155,-1.721,-0.753,-0.564
0,1.839,0.248,-1.262,0.712,-1.083,1.953,-0.851,-0.356,0.161,-2.782,-0.044,2.323
1,-0.094,0.971,-1.417,-0.939,-0.220,1.742,-0.231,-0.668,-0.034,-0.950,-0.225,-0.201
0,0.067,1.142,-0.228,-0.903,0.661,2.806,-1.466,-1.145,-0.961,-0.843,1.386,0.385
1,-1.299,2.092,0.559,-1.664,-1.228,0.294,1.620,1.381,-1.546,0.582,-0.605,-0.093
0,1.783,1.291,-0.236,0.080,-2.696,-0.930,0.529,1.693,-0.426,-1.109,3.341,-0.770
1,1.268,0.918,-2.627,0.134,-0.363,-0.522,-1.584,0.923,2.166,0.770,-0.769,-0.598
0,-2.634,-0.407,-1.410,0.850,0.526,1.093,0.141,0.935,-0.354,-1.106,-0.568,0.198
1,-0.334,-1.247,1.243,0.369,-0.569,0.546,-1.975,-1.205,0.819,-0.238,0.188,-0.483
0,-0.658,0.655,-1.110,-0.165,1.303,0.186,-0.995,0.000,-0.943,1.563,2.301,-0.592
1,-0.710,1.520,0.349,1.301,0.300,1.085,0.923,-0.755,1.000,-1.329,1.305,-0.501
0,0.778,-1.697,-0.225,-0.505,-0.281,0.287,-0.803,2.682,-1.446,-0.631,-2.185,1.529
1,0.458,1.600,1.188,-1.811,1.698,-0.503,1.078,-0.444,-0.809,2.330,-0.495,-0.655
0,0.495,0.153,0.097,-1.005,0.471,-0.009,0.061,2.142,1.095,-0.205,-0.051,-0.248
1,0.280,-0.372,-1.617,-0.857,-1.255,1.944,1.791,0.261,0.344,0.582,-0.233,0.242
0,-0.449,-0.233,0.012,0.113,-1.537,-1.990,-0.353,1.867,-1.625,0.743,-0.188,1.932
1,2.296,-0.285,-1.162,0.200,0.672,-0.987,0.221,1.569,0.731,-0.404,-0.646,-0.976
0,-1.436,-1.788,1.507,2.017,-2.162,1.745,0.598,-0.976,-0.032,-0.730,-0.462,1.907
1,-0.174,0.141,1.086,0.961,-0.041,0.192,-0.706,-1.005,0.194,0.015,-0.637,-0.917
0,-0.135,-0.057,0.381,-0.399,-0.371,0.351,0.750,0.601,-2.401,0.167,-1.214,-0.796
1,0.809,0.045,-1.465,0.963,0.309,0.939,2.999,0.154,-0.535,-0.715,-1.252,0.406
0,-0.430,0.066,-0.843,-1.511,-0.544,-1.735,-0.793,-0.405,-0.390,-1.541,-0.014,-0.632
1,-1.084,-2.155,0.013,-0.165,-0.663,2.187,-1.732,0.550,0.240,-1.777,1.201,-1.001
0,0.245,1.080,-1.263,0.517,1.442,2.258,-3.213,-1.088,-0.012,-0.703,1.404,1.134
1,-1.028,0.869,0.758,-0.659,1.137,0.248,-0.607,0.946,-0.020,-3.601,1.728,-0.351
0,1.167,1.080,-1.085,0.525,-0.167,-1.342,0.778,2.160,-1.291,-0.234,0.683,-0.228
1,0.503,-0.672,0.215,-1.162,1.523,-2.217,-2.351,-2.352,1.206,0.462,-1.933,-0.186
0,-0.237,0.764,-1.020,0.058,0.417,-2.885,2.297,-1.865,1.030,0.095,-1.108,0.788
1,0.594,-4.105,0.784,-0.265,2.053,0.886,-1.728,-1.352,2.242,-0.546,-0.548,0.886
0,1.524,1.184,0.510,-1.425,2.535,0.235,-1.064,-0.541,-0.416,2.135,3.169,-2.439
1,0.751,-1.475,0.715,-0.801,1.122,1.205,-0.555,-1.352,2.061,0.609,-0.527,0.725
0,0.621,0.106,-0.037,-0.016,-1.315,-1.403,-0.390,-0.236,-2.490,0.457,-0.489,-2.291
1,-0.424,0.351,-0.264,-1.276,0.531,0.229,-1.678,0.184,1.089,-1.947,-0.376,0.909
0,-0.639,0.889,1.365,-1.756,0.201,-0.187,0.795,0.215,1.675,0.492,-0.896,1.081
1,1.605,-0.194,-0.211,-0.353,-0.197,0.301,-0.870,1.373,0.789,1.554,0.432,0.705
0,-0.232,0.672,1.560,1.868,-1.425,-0.559,-0.518,-1.711,1.232,0.662,-0.914,-0.155
1,0.811,-0.304,-0.942,-0.113,0.018,-0.746,0.040,-0.204,-0.058,-0.909,0.881,-0.328
0,-1.371,-0.146,2.087,0.686,-0.054,-0.571,0.209,-1.686,-0.049,-0.252,1.435,1.084
1,-1.547,-0.237,-1.139,-1.033,1.695,0.915,0.218,0.268,0.874,1.535,1.320,-0.491
0,0.090,-0.049,0.130,-0.745,0.911,-0.532,0.434,-1.394,-0.671,0.150,-0.621,-0.173
1,-0.530,0.801,-0.931,-1.223,1.688,0.354,-0.959,-1.525,-0.281,-0.759,-0.407,-0.008
0,0.490,0.299,-0.585,2.124,-0.188,-0.080,-0.604,-0.510,-0.441,0.306,0.025,1.611
1,-0.876,-0.685,0.175,-0.274,0.911,0.616,-0.302,0.371,-0.504,0.832,0.343,-2.859
0,-0.567,0.274,0.071,1.234,0.119,1.884,-1.040,-1.552,1.162,0.102,-1.185,-0.381
1,0.521,0.150,2.308,-0.685,2.233,-0.077,-0.482,3.052,2.418,-0.955,-0.792,1.374
0,-0.316,0.762,-0.364,0.908,-1.427,-1.500,1.234,2.729,-0.563,-0.313,2.127,-0.032
1,0.604,-0.131,-2.526,-1.039,-1.061,0.263,0.210,1.474,0.179,-0.192,-1.838,-0.701
0,0.047,1.551,-0.155,0.342,1.231,-0.016,1.381,0.059,-1.008,-0.355,0.385,3.089
1,-0.006,-1.359,-0.010,2.778,0.616,1.083,-1.997,0.819,1.607,-1.607,-0.562,-0.725
0,1.186,-0.215,0.931,1.161,0.116,0.786,-0.311,-0.233,-0.598,-0.688,-2.003,0.221
1,-0.795,-1.450,0.788,-0.593,-1.060,1.442,-1.571,-0.050,1.476,-1.504,-1.081,1.586
0,-0.391,0.761,1.733,1.304,-0.570,-1.315,-0.665,-0.399,-0.546,-0.165,-2.001,-3.701
1,-2.013,-0.052,1.344,-0.190,-0.282,-0.113,0.189,-1.082,-1.044,-0.006,-1.872,2.927
0,-0.323,0.296,2.220,1.441,0.192,1.590,0.848,0.315,0.011,0.097,-0.099,2.296
1,0.039,-0.904,0.093,1.775,-0.533,2.533,-0.663,-0.804,1.276,-1.050,-0.773,0.336
0,-0.401,-1.087,-1.216,-0.215,-1.675,-0.479,1.038,-0.217,-1.231,1.220,-1.573,0.463
1,0.466,-0.307,-1.908,0.192,-0.034,-0.363,-0.718,0.499,0.021,1.530,1.430,1.914
0,-2.317,-2.033,-1.257,0.893,0.410,-0.357,-0.274,-1.793,2.216,-0.496,-1.947,0.944
1,-0.361,-1.150,0.104,-1.436,-2.177,-2.169,1.409,0.666,0.018,0.476,-0.767,0.299
0,-0.087,1.046,-1.057,-1.221,-1.711,-0.852,1.036,-0.672,-1.267,1.172,-0.789,0.388
1,0.610,-1.041,-1.681,-0.428,-3.388,0.051,2.792,1.069,-1.481,-0.516,-1.337,1.592
0,1.660,-0.066,0.494,1.859,-0.621,-0.891,-0.852,-0.537,0.261,-2.434,-0.113,1.487
1,-1.439,1.442,0.837,0.128,-0.795,2.055,-0.101,1.736,1.185,-1.195,0.220,-1.063
0,-1.246,0.710,-1.607,1.574,1.613,1.361,-1.047,-0.395,-0.380,0.919,1.628,-0.618
1,1.678,3.020,0.840,-1.362,1.053,0.158,-0.345,2.168,1.385,0.607,-1.406,1.883
0,-2.347,-2.085,-0.574,-0.906,-0.014,0.025,-0.576,0.035,-1.025,-0.593,0.485,0.840
1,-0.404,0.509,-1.487,0.821,1.443,0.197,-0.373,-1.589,0.740,0.371,-1.159,0.030
0,1.190,1.212,-0.995,0.393,0.419,0.571,0.476,1.390,1.370,0.108,-1.933,4.036
1,-1.193,-0.593,-0.518,2.053,0.826,0.273,-0.812,1.066,1.748,-0.110,-1.242,1.062
0,-1.657,-0.300,1.847,-1.010,0.377,-0.374,-0.323,0.206,0.244,2.148,2.529,-1.162
1,1.512,-1.630,1.380,0.528,-1.109,-0.541,0.575,-1.405,1.060,-0.935,-0.088,0.467
0,0.697,0.170,-0.356,-0.352,-1.567,-0.521,0.584,1.203,-1.884,0.060,-0.414,-0.491
1,-0.266,-0.603,0.125,-0.326,0.442,0.485,0.754,-0.458,0.574,0.496,-2.133,1.415
0,-1.023,0.172,0.955,-0.182,-0.746,1.040,-1.205,0.282,0.497,-1.121,-0.762,2.308
1,0.946,-0.252,-1.269,-1.447,-1.175,1.293,-0.296,2.679,1.005,0.683,-1.245,0.718
0,-1.095,-0.248,-1.016,1.446,-1.630,0.570,-0.136,-0.509,0.413,0.924,-2.203,-0.133
1,-0.464,-0.780,-1.896,-1.274,-0.762,-1.286,0.094,-1.422,-1.084,-0.474,-1.835,0.695
0,0.240,-0.088,1.474,-0.145,0.701,0.764,0.742,-1.559,1.802,0.031,-0.580,0.814
1,-0.178,-0.424,-0.424,1.322,0.118,-1.234,-0.079,0.319,0.517,0.760,-0.448,0.305
0,0.829,1.300,1.662,-0.475,-0.833,0.086,3.214,-0.807,-0.542,-0.300,-1.409,-0.380
1,0.100,-0.931,-0.405,2.199,-0.531,-0.046,-1.112,0.189,1.171,-0.388,-0.465,-0.483
0,-1.079,0.976,-0.990,2.142,-1.080,-0.583,-1.479,0.980,0.228,-0.405,0.805,2.372
1,-0.128,0.800,-0.721,-0.280,0.063,1.741,-2.413,-2.058,-1.207,-0.280,0.653,-0.312
0,-0.423,2.151,-0.514,-1.193,1.881,-0.343,0.139,-1.221,-0.459,-1.461,0.559,-0.837
1,0.979,2.726,1.470,-1.746,1.858,0.853,1.279,-0.619,3.140,1.195,0.064,-0.486
0,-1.201,0.380,-0.435,-0.803,-2.233,-0.323,-0.063,0.511,-1.803,-1.090,-0.214,0.439
1,-0.893,0.588,-1.277,-0.663,0.756,-0.843,-1.626,-2.246,0.059,1.393,-0.532,-1.182
0,-0.514,-0.567,-0.380,-0.111,1.158,0.648,0.835,-1.682,-0.226,-1.931,-0.966,-1.134
1,0.035,-0.149,-0.391,1.690,0.701,0.407,-0.986,-0.327,1.589,0.315,0.359,-0.912
0,-1.572,-0.389,0.894,2.210,1.291,-0.422,0.856,1.302,1.058,0.275,1.544,-1.270
1,0.577,-0.375,0.033,0.483,-1.236,0.388,-1.936,-1.030,-0.502,-1.875,-0.810,1.131
0,0.447,0.107,-0.142,0.662,-0.715,1.394,-1.267,1.034,-0.943,-0.402,-2.459,-2.519
1,-0.510,1.130,1.120,0.459,-0.103,1.514,2.882,0.720,1.538,-1.082,-1.261,-1.732
0,-0.161,0.695,1.771,-0.325,-0.401,0.309,-2.896,0.849,1.529,0.564,-0.754,-1.117
1,0.305,-0.271,1.038,1.830,0.562,2.159,-1.412,-0.674,2.346,0.682,-1.549,0.604
0,-0.012,0.600,-0.893,2.311,-1.669,-0.237,-0.614,0.721,-0.037,1.200,0.069,0.472
1,0.898,-2.326,-0.899,-0.526,0.401,1.426,1.543,2.298,-0.146,0.906,1.392,-0.406
0,-2.655,-2.182,-0.007,-0.045,0.786,0.875,-0.193,-0.299,2.095,-2.126,0.203,1.851
1,-2.403,0.252,0.427,1.962,-1.213,-0.598,-1.183,-0.357,0.018,0.193,1.157,0.941
0,0.495,1.535,0.270,-2.726,0.511,0.208,1.334,-0.291,-1.583,-0.115,-0.840,0.227
1,1.330,0.140,0.061,3.361,0.080,-1.162,2.328,0.497,-0.703,-0.067,-0.896,0.004
0,0.305,0.195,-0.744,-0.115,-0.669,-1.035,-1.196,-1.501,0.903,-1.559,-0.614,1.961
1,-1.719,0.467,0.723,-0.958,0.010,-0.338,-0.407,-1.467,0.677,0.213,2.127,-0.619
0,0.318,1.789,0.073,0.698,0.779,2.079,-1.764,-0.564,0.123,-0.571,-0.195,-0.975
1,1.768,-0.205,1.168,-0.872,0.335,0.218,0.699,0.267,1.327,-0.353,-1.737,-2.172
0,-1.058,1.198,0.029,2.032,0.214,0.116,-0.336,-0.128,-0.462,-0.763,3.418,0.090
1,-0.910,-0.870,-2.253,-1.259,1.593,-0.074,-1.047,-0.929,0.787,2.063,0.256,0.060
0,-0.683,0.590,-0.926,-0.151,1.017,2.362,1.358,2.144,1.357,-0.495,-0.741,0.845
1,-1.039,0.446,0.769,2.064,1.329,-0.551,-1.927,-2.279,1.298,-0.264,0.168,-1.541
0,0.956,0.968,-0.947,1.780,0.179,-0.533,-0.266,0.853,1.889,1.118,2.409,-1.431
1,-1.189,-0.350,-0.095,-0.514,0.136,0.916,-0.474,-0.812,-0.198,-1.167,-0.220,1.015
0,1.443,-0.119,1.101,0.067,-1.296,-1.721,-2.595,2.462,-2.055,0.845,-1.707,-0.368
1,-1.559,0.761,0.255,-0.861,-2.471,0.268,-0.218,-0.637,0.342,-0.555,-0.806,3.270
0,-0.122,0.336,1.128,0.563,0.658,-0.216,-1.508,-0.603,-0.113,-1.430,-0.460,3.199
1,0.346,-0.289,-1.352,-0.023,1.790,2.237,1.954,0.359,0.115,-0.818,0.381,-1.797
0,-1.074,-0.758,-2.013,0.476,-1.179,0.679,-1.093,-0.895,-0.889,0.893,-1.550,-2.545
1,1.621,-0.213,0.346,-0.464,0.518,1.565,0.212,2.952,0.831,-0.311,1.811,-0.440
0,-1.680,-0.048,1.403,1.014,1.642,-0.458,-0.266,-0.510,0.405,1.085,-0.455,1.540
1,0.978,0.096,-1.335,0.655,-2.825,-0.808,1.110,1.438,0.254,1.161,0.256,-0.674
0,-1.400,1.482,-1.257,-1.768,0.190,-0.096,1.822,-0.827,-2.207,0.593,-0.206,-0.879
1,-0.419,-1.416,1.322,0.957,-2.444,-0.701,-1.230,-0.927,0.763,-0.978,-1.121,-1.086
0,-0.028,1.205,-1.013,3.575,-0.289,-1.543,-0.271,-0.572,2.162,-2.055,0.924,1.254
1,-1.007,-0.325,-0.648,-0.831,-0.534,0.585,0.141,-0.610,0.600,-0.488,0.871,-1.297
0,-0.694,0.481,0.518,0.343,-0.030,0.536,-1.413,-0.551,0.121,-0.106,1.391,-1.269
1,-1.640,-1.265,0.722,-0.207,1.691,0.732,1.484,-0.562,0.615,-2.965,-0.942,-1.043
0,-3.614,-0.377,1.101,0.313,0.025,-0.382,-0.192,0.346,-1.121,-1.439,-0.955,0.473
1,0.332,0.644,-1.018,0.242,-2.558,-0.783,-0.700,1.326,1.070,-0.731,-1.053,0.078
0,-1.506,0.101,-1.270,0.451,0.155,-0.482,-0.176,2.503,-0.649,-0.880,0.478,-0.049
1,-1.589,-1.393,1.811,-2.093,1.355,0.556,1.316,-0.645,2.596,-0.593,-1.394,0.785
0,0.715,1.469,0.096,0.177,0.507,-0.089,-0.587,0.031,-0.726,-0.775,0.977,0.254
1,3.044,-1.132,1.186,0.743,0.725,1.043,1.296,-1.443,1.133,-1.506,-0.380,-1.089
0,0.125,0.761,0.711,0.707,-1.514,0.428,-1.347,-0.171,2.743,-0.501,0.893,-2.307
1,-1.599,1.521,1.157,1.691,0.887,1.014,2.743,-0.960,-1.338,1.058,-0.249,-1.596
0,-0.917,0.860,0.021,-1.887,-0.423,-0.379,-1.129,0.062,1.222,1.740,-1.211,1.872
1,-1.088,0.358,-0.700,1.407,0.492,2.877,-2.255,-0.058,0.522,-2.133,-0.625,1.625
0,-0.070,-0.436,-1.601,2.947,-1.227,0.307,-0.329,0.379,-2.176,0.935,-1.286,-0.818
1,3.698,-1.198,-0.516,0.763,-0.686,-1.449,0.753,-0.742,-0.164,-3.552,0.593,-1.487
0,-0.837,-0.967,0.419,1.530,-0.458,-0.380,0.634,-2.076,1.150,0.797,-0.841,-0.280
1,0.084,-0.274,0.336,1.167,-1.458,-0.064,0.356,0.015,1.338,-0.029,-1.373,0.308
0,-0.283,0.279,0.483,1.251,0.175,-0.535,-1.064,-1.132,-0.042,1.193,-2.014,-1.154
1,0.096,-0.404,-0.206,-0.681,-0.814,-1.368,1.449,2.144,0.902,-1.861,-1.821,0.070
0,-1.347,-0.178,-1.743,0.229,-0.490,-1.235,-1.751,-1.254,-0.174,-1.440,-0.138,-0.048
1,-0.734,-0.054,-0.264,-1.011,-0.140,0.275,-0.791,3.075,0.057,-1.354,1.300,1.009
0,-0.219,-0.258,0.794,0.211,1.730,-0.196,-0.801,-1.912,1.295,-0.760,1.200,-1.182
1,0.162,-0.023,1.974,-0.083,2.405,0.624,1.139,-1.093,0.696,0.326,-2.100,-1.377
0,-0.487,3.407,-1.360,0.334,-2.261,-0.698,-1.559,2.319,-1.166,-1.240,-1.660,0.075
1,-0.128,-0.143,-1.612,-1.800,-2.781,-0.980,-0.294,-2.391,1.105,1.128,-1.344,-0.598
0,-1.266,0.648,-0.631,-0.065,0.269,1.226,1.063,1.475,0.098,-0.601,-0.649,-1.946
1,0.336,2.180,0.156,1.940,-0.029,1.634,0.284,-0.868,0.586,0.122,-0.904,-2.452
0,-1.667,1.554,1.129,0.465,-1.601,-0.050,0.339,0.678,-0.657,2.299,1.044,0.766
1,1.469,-1.768,0.385,0.299,1.004,0.980,2.183,-0.345,2.086,-2.537,0.109,-0.521
0,0.652,-1.207,1.744,-1.097,-3.652,0.163,-1.254,0.683,0.485,-0.837,0.269,-1.174
1,0.520,1.585,0.739,-0.075,0.265,-1.290,0.883,-0.937,-0.110,-1.096,0.769,0.700
0,0.172,0.274,0.776,-0.430,-0.977,0.145,-0.474,0.692,0.482,-1.229,0.279,2.292
1,1.162,0.094,-1.099,0.424,-0.392,1.661,-1.247,1.351,0.006,0.954,-0.674,0.109
0,-1.926,0.454,-0.860,1.566,-0.400,1.009,0.154,0.114,-0.732,0.443,0.512,-0.454
1,0.193,-1.838,-1.993,2.775,0.188,0.458,-0.663,2.383,0.294,-0.869,0.831,0.637
0,-1.866,0.489,1.309,-0.852,0.185,2.503,-0.714,-1.605,-0.631,-0.245,-0.346,0.873
1,-0.720,-0.657,-0.084,1.519,-1.549,-0.196,0.122,1.490,-0.744,0.693,-1.322,0.468
0,-0.258,0.267,-1.700,0.731,-1.834,1.212,2.007,-1.179,-0.709,0.738,0.253,0.513
1,0.615,0.248,-0.107,0.030,-0.807,-0.781,0.206,0.364,-0.467,0.573,-0.432,-0.196
0,0.774,-0.534,-0.238,0.606,-0.360,2.228,-0.320,1.557,-0.628,0.084,-0.022,-0.730
1,-1.354,0.383,0.753,-1.166,0.232,1.524,-1.558,-2.446,1.161,-0.482,1.018,0.597
0,0.347,1.158,-0.919,1.455,-0.104,0.256,-0.110,1.621,0.560,-2.244,-0.567,-1.076
1,-0.506,0.422,1.529,-0.212,1.561,0.522,-0.115,2.910,0.067,-3.211,-1.539,-1.614
0,0.689,-0.122,-0.058,-1.415,1.290,0.087,0.515,-0.207,0.057,-0.673,-0.993,-0.571
1,-0.491,0.404,-3.609,0.071,0.247,0.523,0.689,0.524,-0.307,0.454,-0.016,-0.383
0,0.414,-0.520,-0.360,0.275,-0.304,0.930,-0.162,-2.380,-1.730,-1.541,0.276,-1.706
1,-0.792,0.495,0.646,0.623,0.716,1.040,-2.446,-1.651,1.446,1.717,-0.996,0.210
0,0.297,1.628,2.010,0.647,-0.139,-0.260,-1.057,0.373,-1.705,-0.232,0.157,-1.844
1,2.313,0.768,0.127,0.131,-0.247,0.659,1.590,-0.636,1.225,-0.621,-1.024,-0.009
0,0.232,-0.236,-0.398,2.239,-1.919,0.963,-1.670,0.543,-0.827,-0.549,0.513,-1.792
1,-0.876,0.211,-0.117,1.298,-2.228,-0.544,1.337,-1.794,-0.697,-3.951,-2.642,-0.467
0,-0.180,0.802,0.241,0.180,0.157,-0.325,-1.602,0.245,1.344,-0.388,-1.538,-0.728
1,0.592,0.403,-1.118,2.135,1.143,0.188,0.354,-0.230,0.176,-0.120,-0.448,-0.836
0,-1.631,-0.799,-0.759,1.380,-1.171,-1.098,0.690,-1.247,0.101,0.663,1.968,-2.129
1,0.616,-1.429,-0.147,1.306,0.515,-0.599,-0.293,1.891,-0.651,0.220,0.418,1.085
0,-1.223,-1.180,-0.372,2.152,0.826,1.006,0.276,-0.365,1.682,-1.968,-0.429,0.927
1,-0.430,0.722,0.025,0.962,0.016,-2.127,1.469,0.156,0.096,1.355,-0.621,-0.689
0,-0.646,-1.681,0.076,-1.796,1.946,1.450,1.619,0.259,-1.612,-0.676,-2.166,-0.111
1,1.240,0.594,1.542,0.595,-0.041,-2.452,-0.169,-0.659,0.746,-1.295,-0.308,1.791
0,1.846,-0.494,-0.786,0.092,-0.858,0.559,-0.523,0.376,-0.414,-2.600,1.111,1.586
1,-1.641,-1.142,-0.451,-0.537,0.040,0.588,-0.608,-2.787,0.576,-0.509,-0.227,-0.532
0,-0.178,0.089,0.630,0.276,2.071,2.024,-0.980,-0.510,0.564,-0.895,1.200,-0.692
1,0.837,-0.392,1.858,0.056,0.971,-0.165,0.018,1.320,0.265,0.055,1.456,-0.188
0,-0.316,-0.207,0.268,-1.245,-0.017,-0.691,-0.015,0.142,-0.419,-0.475,2.121,-1.367
1,-1.166,0.329,1.334,-0.376,0.531,0.706,-2.130,0.500,1.759,1.954,-0.128,-1.217
0,0.238,1.000,-0.591,0.698,1.107,-0.385,-0.640,2.381,1.827,-0.737,-0.609,-2.046
1,-0.238,1.231,1.380,0.499,1.209,1.039,-1.111,1.995,-0.068,0.516,-0.083,-0.963
0,0.760,0.486,-0.560,-0.646,0.335,-0.409,0.354,-0.009,1.407,-0.405,1.438,-1.455
1,-1.131,0.625,-0.014,-0.077,-1.711,1.709,-1.493,-1.443,0.409,-2.252,2.060,0.206
0,-0.186,0.310,-2.312,0.823,-1.020,-1.828,-1.475,3.404,-0.213,0.596,-0.989,0.431
1,0.427,-0.115,-2.367,-0.386,0.191,-0.285,2.379,-0.631,-0.122,-0.177,1.867,1.335
0,0.052,-0.157,-1.531,0.384,0.944,-0.328,-1.125,0.586,0.601,0.185,-1.993,-0.591
1,-0.278,-0.882,0.616,1.058,-2.292,1.038,0.846,-0.337,0.086,1.593,0.118,-2.186
0,1.429,-0.513,-0.487,0.708,-0.427,-2.061,-2.270,1.032,-2.410,0.085,-0.843,-0.579
1,2.484,-1.873,-2.160,0.326,0.442,0.152,-1.636,1.935,-1.076,0.009,0.712,1.039
0,0.344,-0.717,1.549,-0.006,0.255,1.395,-0.126,-2.053,-1.477,-0.025,-0.493,1.908
1,-1.270,0.279,0.271,0.259,0.184,0.897,-0.444,1.480,1.182,0.907,0.645,1.043
0,-0.350,0.480,0.998,-0.376,-0.694,-1.286,1.585,-0.981,-1.839,0.347,-1.633,0.906
1,1.326,1.446,-0.889,2.024,-2.108,1.014,0.476,-1.358,0.358,0.047,-1.589,0.605
0,0.132,0.305,-1.491,3.570,-0.615,-0.780,-0.748,-0.578,0.297,0.117,-0.762,-1.480
1,-2.552,0.675,-0.952,0.576,0.317,-0.712,0.428,0.242,0.434,-1.839,1.157,1.414
0,-1.127,0.190,0.357,1.220,0.361,1.137,0.139,-0.291,-0.201,-1.221,-0.564,1.459
1,-1.734,-1.571,0.593,-1.463,1.168,0.436,-1.941,-2.580,2.207,-0.191,-0.483,0.623
0,-1.936,1.420,-0.274,-1.611,-1.296,-1.354,0.931,-0.206,-0.089,-0.997,-1.165,-0.542
1,-0.652,-0.087,-1.737,-0.645,1.552,-1.120,-0.679,0.807,0.162,0.792,-2.888,-0.185
0,0.433,1.574,-0.124,0.429,0.845,0.049,1.619,1.232,-0.062,0.599,0.183,-1.072
1,-0.162,-0.701,0.290,3.406,0.664,0.811,0.087,-0.260,0.003,-0.113,-1.098,0.345
0,-0.069,-0.836,-0.294,-0.548,0.315,-0.839,1.474,-0.214,1.366,-0.683,1.705,-0.595
1,-1.882,-0.136,0.457,0.894,0.283,0.312,0.483,-0.124,-0.461,0.151,1.178,-0.010
0,0.830,-0.234,-1.084,0.075,-0.787,0.249,-0.602,0.005,-1.270,-0.563,-1.522,-0.328
1,0.649,1.748,0.499,0.969,0.057,0.411,2.230,-0.254,1.134,0.406,-2.240,-0.051
0,-0.394,-0.238,1.216,-3.110,-0.439,0.744,-0.471,-0.257,1.857,-0.526,-2.576,-2.286
1,0.010,-0.988,-0.339,1.584,-0.320,0.204,0.690,-0.184,0.747,-0.334,-0.103,-0.201
0,-0.371,-0.596,-0.509,-0.029,-1.310,0.462,-0.224,-2.047,-0.478,0.303,1.286,0.889
1,0.456,-1.027,-1.814,0.062,0.607,-0.761,0.368,0.284,0.018,-0.176,-0.512,0.048
0,0.155,-1.859,1.149,1.226,2.847,0.005,0.523,-0.158,0.514,-2.884,-1.084,0.682
1,-0.588,-0.605,1.368,-0.463,-0.076,-2.085,-0.847,0.363,0.421,1.454,1.452,0.172
0,2.170,-0.260,2.422,-1.823,-0.687,-0.178,-1.017,-0.537,1.071,-0.276,-0.597,-1.284
1,-0.090,0.295,-0.719,0.705,0.895,-1.687,-1.369,-0.356,-0.533,0.224,-0.093,-1.451
0,0.396,-0.317,-1.170,2.054,-0.913,-0.906,-0.248,0.958,-0.177,-0.133,0.285,0.895
1,0.279,-3.742,0.219,-1.803,-1.803,0.051,-0.904,1.040,1.696,-1.541,0.768,-0.108
0,-0.762,-1.026,-2.652,-1.409,-1.364,-1.778,-3.067,-1.483,-0.112,-0.282,-0.704,0.854
1,-0.550,2.206,1.951,-2.196,0.110,0.282,0.488,0.691,1.709,-1.148,-2.426,0.231
0,-1.649,1.505,3.140,1.430,1.167,-0.586,1.657,1.184,-0.362,-0.381,0.250,0.109
1,0.547,-0.399,-0.245,-0.449,-2.073,0.372,-0.120,0.082,0.459,-0.271,-2.538,-0.086
0,-2.321,1.147,-1.343,0.802,1.529,0.463,-0.341,2.085,0.998,-0.159,-0.130,0.902
1,-0.112,-1.083,1.209,-0.868,1.936,1.339,-2.110,-2.030,0.367,0.656,1.323,-0.320
0,1.863,-2.452,-0.376,-1.799,1.441,-0.813,1.283,0.799,0.100,-0.685,1.892,-2.974
1,1.477,0.991,0.401,-1.069,1.649,0.329,2.730,-2.338,1.794,-2.249,-1.410,0.930
0,-0.569,-0.303,0.432,1.194,-0.901,-1.595,-1.771,4.040,-2.166,0.360,-0.034,-0.995
1,-1.432,1.726,0.938,-1.262,-1.175,-0.768,2.707,-0.874,0.680,-1.016,0.782,1.776
0,-0.490,0.022,-1.413,-0.627,-0.208,-1.457,-2.742,0.422,1.406,-0.195,-0.671,-2.094
1,0.183,-1.221,0.385,0.288,1.530,-0.615,-2.460,0.754,2.263,2.508,0.221,1.046
